conversation_id,workspace_id,status,type,context,message_id,message_type,message_category,message_status,message_count,message_seq,content_role,content_type,content_message_type,message_content,request_id,message_data_tag,agent_inst_id,agent_inst_name,user_name,shop_name,image_type,secondary_label,downloaded_images,true_secondary_label
2012678939297533954,1976114002808741890,2,real,"{""thoughts"":[{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T00:10:47.956+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T02:56:41.904+00:00""},{""service"":""闲聊"",""intention"":""打招呼"",""created_at"":""2026-01-18T04:41:50.078+00:00""}],""recommend_contents"":[{""request_id"":""ce2a5b63929d45c9c4a260f755dae8cc"",""recommend_items"":[{""id"":""999451562474"",""name"":""立邦犀利油污清洁慕斯"",""link"":"""",""type"":""item""},{""id"":""1004579977805"",""name"":""立邦犀利家居清洁好物"",""link"":"""",""type"":""item""}]},{""request_id"":""f86f2b07da1e9dafa68e956c5fe3411b"",""recommend_items"":[{""id"":""631617350390"",""name"":""防水抗渗补墙膏"",""link"":""https://detail.tmall.com/item.htm?id=631617350390&skuId=5076161912206"",""type"":""item""}]}]}",3924926207420.PNM,question,chat,1,40,22,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i4/O1CN01bClGlT1PXoEhUQfxQ_!!4611686018427384875-0-amp.jpg""}]",,online,2005531847143251970,立邦官方旗舰店:辰辰,姐不是你大爷,立邦官方旗舰店,实物拍摄(含售后),起皮掉皮,,起皮掉皮
2012679529150894082,1976114002808741890,2,real,"{""thoughts"":[{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""action"":""confirm_answer"",""created_at"":""2026-01-18T00:13:01.541+00:00""}],""recommend_contents"":[{""request_id"":""33dc4588bbc9d0a679b553ad28c4ec9b"",""recommend_items"":[{""id"":""662110937733"",""name"":""瓷砖空鼓剂"",""link"":""https://detail.tmall.com/item.htm?id=662110937733&skuId=5595548391837"",""type"":""item""}]}]}",3927746943258.PNM,question,chat,1,23,5,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i2/O1CN015faTZu2HLQmcnPmbZ_!!4611686018427387438-0-amp.jpg""}]",,online,2005531847143251970,立邦官方旗舰店:辰辰,军营天使63,立邦官方旗舰店,实物拍摄(含售后),裂缝,,裂缝
2012682763135438850,1976114002808741890,2,real,"{""thoughts"":[{""service"":""闲聊"",""intention"":""打招呼"",""created_at"":""2026-01-18T00:25:46.759+00:00""},{""service"":""闲聊"",""intention"":""打招呼"",""created_at"":""2026-01-18T00:25:59.819+00:00""},{""service"":""闲聊"",""intention"":""打招呼"",""created_at"":""2026-01-18T00:32:47.459+00:00""}],""recommend_contents"":[]}",3924700325973.PNM,question,chat,1,32,5,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i1/O1CN018SDZJC1DS3sPWwbgY_!!4611686018427384294-0-amp.jpg""}]",,online,2005531847143251970,立邦官方旗舰店:辰辰,tb039976508,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
2012682998683357185,1976114002808741890,2,real,"{""thoughts"":[{""service"":""其他"",""intention"":"""",""created_at"":""2026-01-18T00:26:49.824+00:00""}],""recommend_contents"":[]}",3933895428751.PNM,question,chat,1,25,2,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i2/O1CN01YLRLEx1jmjSM92Cmo_!!4611686018427385551-0-amp.jpg""}]",,history,2005517408539951105,立邦官方旗舰店:昊昊,刀背上的蜗牛,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
2012682998683357185,1976114002808741890,2,real,"{""thoughts"":[{""service"":""其他"",""intention"":"""",""created_at"":""2026-01-18T00:26:49.824+00:00""}],""recommend_contents"":[]}",3927782553293.PNM,question,chat,1,25,7,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i2/O1CN01YLRLEx1jmjSM92Cmo_!!4611686018427385551-0-amp.jpg""}]",,online,2005517408539951105,立邦官方旗舰店:昊昊,刀背上的蜗牛,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
2012683953978036225,1976114002808741890,2,real,"{""thoughts"":[{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""action"":""confirm_answer"",""created_at"":""2026-01-18T00:30:43.341+00:00""}],""recommend_contents"":[{""request_id"":""0bf2a7b9fc3483e03e0fbc9762782b54"",""recommend_items"":[{""id"":""631617350390"",""name"":""防水抗渗补墙膏"",""link"":""https://detail.tmall.com/item.htm?id=631617350390&skuId=5076161912206"",""type"":""item""},{""id"":""642365951516"",""name"":""净味补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=754396076823&skuId=5371658086375"",""type"":""item""}]}]}",3933895493963.PNM,question,chat,1,11,1,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i3/O1CN01GQjbdW280W9irlBzP_!!4611686018427386670-0-amp.jpg""}]",,history,2005531847143251970,立邦官方旗舰店:辰辰,tb773054748,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
2012683953978036225,1976114002808741890,2,real,"{""thoughts"":[{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""action"":""confirm_answer"",""created_at"":""2026-01-18T00:30:43.341+00:00""}],""recommend_contents"":[{""request_id"":""0bf2a7b9fc3483e03e0fbc9762782b54"",""recommend_items"":[{""id"":""631617350390"",""name"":""防水抗渗补墙膏"",""link"":""https://detail.tmall.com/item.htm?id=631617350390&skuId=5076161912206"",""type"":""item""},{""id"":""642365951516"",""name"":""净味补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=754396076823&skuId=5371658086375"",""type"":""item""}]}]}",3933905222415.PNM,question,chat,1,11,2,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i2/O1CN01ewHGOJ280W9jYnfRq_!!4611686018427386670-0-amp.jpg""}]",,history,2005531847143251970,立邦官方旗舰店:辰辰,tb773054748,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
2012683953978036225,1976114002808741890,2,real,"{""thoughts"":[{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""action"":""confirm_answer"",""created_at"":""2026-01-18T00:30:43.341+00:00""}],""recommend_contents"":[{""request_id"":""0bf2a7b9fc3483e03e0fbc9762782b54"",""recommend_items"":[{""id"":""631617350390"",""name"":""防水抗渗补墙膏"",""link"":""https://detail.tmall.com/item.htm?id=631617350390&skuId=5076161912206"",""type"":""item""},{""id"":""642365951516"",""name"":""净味补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=754396076823&skuId=5371658086375"",""type"":""item""}]}]}",3934225504744.PNM,question,chat,1,11,3,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i3/O1CN0119fZdk280W9jOhW7o_!!4611686018427386670-0-amp.jpg""}]",,history,2005531847143251970,立邦官方旗舰店:辰辰,tb773054748,立邦官方旗舰店,实物拍摄(含售后),裂缝,,全部未分类
2012683953978036225,1976114002808741890,2,real,"{""thoughts"":[{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""action"":""confirm_answer"",""created_at"":""2026-01-18T00:30:43.341+00:00""}],""recommend_contents"":[{""request_id"":""0bf2a7b9fc3483e03e0fbc9762782b54"",""recommend_items"":[{""id"":""631617350390"",""name"":""防水抗渗补墙膏"",""link"":""https://detail.tmall.com/item.htm?id=631617350390&skuId=5076161912206"",""type"":""item""},{""id"":""642365951516"",""name"":""净味补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=754396076823&skuId=5371658086375"",""type"":""item""}]}]}",3927772852727.PNM,question,chat,1,11,4,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i3/O1CN01OQk3aT280W9eXIxwS_!!4611686018427386670-0-amp.jpg""}]",,online,2005531847143251970,立邦官方旗舰店:辰辰,tb773054748,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
2012685506833084417,1976114002808741890,2,real,"{""thoughts"":[{""service"":""商品咨询与推荐"",""intention"":""商品咨询与推荐-商品使用方法"",""created_at"":""2026-01-18T00:36:46.060+00:00""},{""service"":""闲聊"",""intention"":""情绪表达"",""created_at"":""2026-01-18T00:37:53.530+00:00""},{""service"":""商品咨询与推荐"",""intention"":""商品使用方法"",""created_at"":""2026-01-18T00:38:15.571+00:00""},{""service"":""商品咨询与推荐"",""intention"":""商品使用方法"",""created_at"":""2026-01-18T00:38:42.603+00:00""}],""recommend_contents"":[{""request_id"":""a4579b6b44711a5a77a76f3cc6ece282"",""recommend_items"":[{""id"":""860233892392"",""name"":""塑钢泥"",""link"":""https://detail.tmall.com/item.htm?id=687557769879&skuId=5328525937651"",""type"":""item""},{""id"":""681035295767"",""name"":""Gplus-防水防霉密封胶"",""link"":""https://detail.tmall.com/item.htm?id=681035295767&skuId=5931444260200"",""type"":""item""}]}]}",3934217977110.PNM,question,chat,1,17,12,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i3/O1CN01FiqCnk1sfFWlrqCnX_!!4611686018427381985-0-amp.jpg""}]",,online,2005528769472028674,立邦官方旗舰店:森森,queen_619兔兔,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
2012686049230016514,1976114002808741890,2,real,"{""recommend_contents"":[]}",3934225617132.PNM,question,chat,1,19,2,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i2/O1CN01Pls6u11Pl5ioo3lRd_!!4611686018427383320-0-amp.jpg""}]",,history,2005517408539951105,立邦官方旗舰店:昊昊,krystal吴,立邦官方旗舰店,实物拍摄(含售后),起皮掉皮,,起皮掉皮
2012686049230016514,1976114002808741890,2,real,"{""recommend_contents"":[]}",3927784882789.PNM,question,chat,1,19,9,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i4/O1CN012VPTfw1Pl5iqY8S1b_!!4611686018427383320-0-amp.jpg""}]",,history,2005517408539951105,立邦官方旗舰店:昊昊,krystal吴,立邦官方旗舰店,实物拍摄(含售后),起皮掉皮,,起皮掉皮
2012687067141459969,1976114002808741890,2,real,"{""thoughts"":[{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T00:43:12.366+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T00:43:56.299+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T00:44:43.653+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配-适用场景匹配"",""created_at"":""2026-01-18T00:45:44.603+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T00:45:56.800+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T00:48:05.893+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T00:48:45.725+00:00""}],""recommend_contents"":[{""request_id"":""da66ed2249c4de768fbe29bc5bceab2a"",""recommend_items"":[{""id"":""691105749920"",""name"":""硅酮耐候密封胶"",""link"":""https://detail.tmall.com/item.htm?id=898376574521&skuId=5907331140240"",""type"":""item""}]}]}",3924720448419.PNM,question,chat,1,35,22,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i4/O1CN01zD7Wma1Lc9WsF6FMA_!!4611686018427386855-0-amp.jpg""}]",,online,2005531847143251970,立邦官方旗舰店:辰辰,c0s0q,立邦官方旗舰店,实物拍摄(含售后),露出基层,,全部未分类
2012691362958077953,1976114002808741890,2,real,"{""recommend_contents"":[]}",3934227925244.PNM,question,chat,1,14,6,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i1/O1CN01sERaIE1DdyArXu9yP_!!4611686018427387296-0-amp.jpg""}]",,history,2005528769472028674,立邦官方旗舰店:森森,tcmtif,立邦官方旗舰店,实物拍摄(含售后),涂鸦&污渍,,涂鸦&污渍
2012695989810188290,1976114002808741890,2,real,"{""thoughts"":[{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""created_at"":""2026-01-18T01:18:33.096+00:00""},{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""created_at"":""2026-01-18T01:33:17.947+00:00""}],""recommend_contents"":[{""request_id"":""79fbc7bdb2cbc6a3aa70245948a69e8c"",""recommend_items"":[{""id"":""990056317009"",""name"":""改色大滚刷补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=990056317009&skuId=5956220328582"",""type"":""item""},{""id"":""754396076823"",""name"":""净味补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=754396076823&skuId=5371658086375"",""type"":""item""},{""id"":""683405057562"",""name"":""易擦净墙面喷雾"",""link"":""https://detail.tmall.com/item.htm?id=683405057562&skuId=5863657677432"",""type"":""item""}]}]}",3932621168281.PNM,question,chat,1,54,5,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i3/O1CN01TktY9x2JYNCshVakF_!!4611686018427384249-0-amp.jpg""}]",,history,1993596336734060545,彬彬,游戏迷wh,立邦官方旗舰店,实物拍摄(含售后),涂鸦&污渍,,露出基层
2012695989810188290,1976114002808741890,2,real,"{""thoughts"":[{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""created_at"":""2026-01-18T01:18:33.096+00:00""},{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""created_at"":""2026-01-18T01:33:17.947+00:00""}],""recommend_contents"":[{""request_id"":""79fbc7bdb2cbc6a3aa70245948a69e8c"",""recommend_items"":[{""id"":""990056317009"",""name"":""改色大滚刷补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=990056317009&skuId=5956220328582"",""type"":""item""},{""id"":""754396076823"",""name"":""净味补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=754396076823&skuId=5371658086375"",""type"":""item""},{""id"":""683405057562"",""name"":""易擦净墙面喷雾"",""link"":""https://detail.tmall.com/item.htm?id=683405057562&skuId=5863657677432"",""type"":""item""}]}]}",3927822762977.PNM,question,chat,1,54,11,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i2/O1CN01nKB25G2JYNCsZ4R5W_!!4611686018427384249-0-amp.jpg""}]",,history,1993596336734060545,彬彬,游戏迷wh,立邦官方旗舰店,实物拍摄(含售后),涂鸦&污渍,,涂鸦&污渍
2012695989810188290,1976114002808741890,2,real,"{""thoughts"":[{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""created_at"":""2026-01-18T01:18:33.096+00:00""},{""service"":""家装行业相关"",""intention"":""局部修缮方案咨询"",""created_at"":""2026-01-18T01:33:17.947+00:00""}],""recommend_contents"":[{""request_id"":""79fbc7bdb2cbc6a3aa70245948a69e8c"",""recommend_items"":[{""id"":""990056317009"",""name"":""改色大滚刷补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=990056317009&skuId=5956220328582"",""type"":""item""},{""id"":""754396076823"",""name"":""净味补墙漆"",""link"":""https://detail.tmall.com/item.htm?id=754396076823&skuId=5371658086375"",""type"":""item""},{""id"":""683405057562"",""name"":""易擦净墙面喷雾"",""link"":""https://detail.tmall.com/item.htm?id=683405057562&skuId=5863657677432"",""type"":""item""}]}]}",3924774264862.PNM,question,chat,1,54,12,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i3/O1CN01zTu7aZ2JYNCt29xFG_!!4611686018427384249-0-amp.jpg""}]",,history,1993596336734060545,彬彬,游戏迷wh,立邦官方旗舰店,实物拍摄(含售后),露出基层,,涂鸦&污渍
2012696439315820545,1976114002808741890,2,real,"{""thoughts"":[{""service"":""商品咨询与推荐"",""intention"":""寻求商品推荐"",""created_at"":""2026-01-18T01:20:14.541+00:00""},{""service"":""商品咨询与推荐"",""intention"":""适用场景匹配"",""created_at"":""2026-01-18T01:22:34.157+00:00""}],""recommend_contents"":[{""request_id"":""22462e24189ea19deab8a5456ce8dd59"",""recommend_items"":[{""id"":""713558245540"",""name"":""水心砂"",""link"":""https://detail.tmall.com/item.htm?id=713558245540&skuId=6060808186597"",""type"":""item""}]},{""request_id"":""ee8092368dcb6f619fc8e302d5e2c6df"",""recommend_items"":[{""id"":""677855311287"",""name"":""优氧环氧彩砂"",""link"":""https://detail.tmall.com/item.htm?id=677855311287&skuId=5465119015899"",""type"":""item""},{""id"":""687139365462"",""name"":""优氧环氧彩砂"",""link"":""https://detail.tmall.com/item.htm?id=677855311287&skuId=5465119015899"",""type"":""item""}]}]}",3933969017509.PNM,question,chat,1,14,2,user,multimodal,question,"[{""type"":""image"",""text"":""图片消息"",""url"":""https://img.alicdn.com/imgextra/i1/O1CN01NnOe4B1lSEy2Tq7bd_!!4611686018427385713-0-amp.jpg""}]",,history,2005528769472028674,立邦官方旗舰店:森森,tb88225,立邦官方旗舰店,实物拍摄(含售后),全部未分类,,全部未分类
