conversation_id,workspace_id,user_id,shop_id,status,type,gmt_create,gmt_modified,context,message_id,message_type,message_category,message_gmt_create,message_status,message_count,message_seq,content_role,content_type,content_message_type,message_content,reply_content,request_id,message_data_tag,agent_inst_id,agent_inst_name,user_name,shop_name
2021977750014967809,1976114002808741890,316247297,10002,2,real,2026-02-13 00:00:37,2026-02-13 00:01:13,"{""thoughts"":[{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:00:53.748+00:00""},{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:01:12.543+00:00""}],""recommend_contents"":[{""request_id"":""d9bc4bf422caa625c6d4c86a145c89f8"",""recommend_items"":[{""id"":""712488032469"",""name"":""G-Plus防水防霉密封胶"",""link"":""https://detail.tmall.com/item.htm?id=681035295767&skuId=5931444260200"",""type"":""item""}]}]}",445543241394468f8dfacb2c70507df4.age,answer,chat,2026-02-13 00:00:55,1,14,11,assistant,text,answer,24小时内避免沾水。,null,d9bc4bf422caa625c6d4c86a145c89f8,online,2005528769472028674,立邦官方旗舰店:森森,crystal欣欣,立邦官方旗舰店
2021977750014967809,1976114002808741890,316247297,10002,2,real,2026-02-13 00:00:37,2026-02-13 00:01:13,"{""thoughts"":[{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:00:53.748+00:00""},{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:01:12.543+00:00""}],""recommend_contents"":[{""request_id"":""d9bc4bf422caa625c6d4c86a145c89f8"",""recommend_items"":[{""id"":""712488032469"",""name"":""G-Plus防水防霉密封胶"",""link"":""https://detail.tmall.com/item.htm?id=681035295767&skuId=5931444260200"",""type"":""item""}]}]}",5bcff8db2ea04cf5a115687f6ac091db.age,answer,chat,2026-02-13 00:00:56,1,14,12,assistant,text,answer,适用于窗户边角密封防渗，干湿区都可用。,null,d9bc4bf422caa625c6d4c86a145c89f8,online,2005528769472028674,立邦官方旗舰店:森森,crystal欣欣,立邦官方旗舰店
2021977750014967809,1976114002808741890,316247297,10002,2,real,2026-02-13 00:00:37,2026-02-13 00:01:13,"{""thoughts"":[{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:00:53.748+00:00""},{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:01:12.543+00:00""}],""recommend_contents"":[{""request_id"":""d9bc4bf422caa625c6d4c86a145c89f8"",""recommend_items"":[{""id"":""712488032469"",""name"":""G-Plus防水防霉密封胶"",""link"":""https://detail.tmall.com/item.htm?id=681035295767&skuId=5931444260200"",""type"":""item""}]}]}",3976111862485.PNM,question,chat,2026-02-13 00:01:04,1,14,13,user,text,question,好,null,null,online,2005528769472028674,立邦官方旗舰店:森森,crystal欣欣,立邦官方旗舰店
2021977750014967809,1976114002808741890,316247297,10002,2,real,2026-02-13 00:00:37,2026-02-13 00:01:13,"{""thoughts"":[{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:00:53.748+00:00""},{""service"":""商品适用场景"",""intention"":""室内密封堵漏"",""created_at"":""2026-02-12T16:01:12.543+00:00""}],""recommend_contents"":[{""request_id"":""d9bc4bf422caa625c6d4c86a145c89f8"",""recommend_items"":[{""id"":""712488032469"",""name"":""G-Plus防水防霉密封胶"",""link"":""https://detail.tmall.com/item.htm?id=681035295767&skuId=5931444260200"",""type"":""item""}]}]}",61621fa319ba47888122b80a95ead1f9.age,answer,chat,2026-02-13 00:01:14,1,14,14,assistant,text,answer,好的，窗户边角密封防渗没问题，干湿区都可用。,null,b4aff1783957014ecaeedd09462a6c10,online,2005528769472028674,立邦官方旗舰店:森森,crystal欣欣,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,56023c0e6812486c82b64c81eb01effe.con,system_event,chat,2026-02-13 07:40:34,1,27,1,system,system_event,system_event,"{""type"":""order_status_changed"",""content"":{""order_id"":""3244537236758050451"",""status"":""paid"",""user_id"":""3946055104"",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木器漆木门自刷油漆改色木纹漆家具木地板柜子实木白漆""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,4f4bc919fb0c498089b449a8f89cce7f.con,system_event,chat,2026-02-13 07:40:34,1,27,2,system,system_event,system_event,"{""type"":""order_status_changed"",""content"":{""order_id"":""3244543644614050451"",""status"":""paid"",""user_id"":""3946055104"",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,d1f1401cf0824323b32305346e2527bb.con,system_event,chat,2026-02-13 07:42:39,1,27,3,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246192085471050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦瓷砖专用胶强力粘接剂地砖起翘修复修补注射填充磁砖背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,c20a2e5562c84d5d8da70106c78e3496.con,system_event,chat,2026-02-13 07:42:49,1,27,4,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245746154353050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦瓷砖专用胶强力粘接剂地砖起翘修复修补注射填充磁砖背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,ed9575bde2eb4048a68cff108cd7cb28.con,system_event,chat,2026-02-13 07:43:06,1,27,5,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245745758475050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦瓷砖专用胶强力粘接剂地砖起翘修复修补注射填充磁砖背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,9791e91f889c497c8baaffda92bf0b1b.con,system_event,chat,2026-02-13 07:43:30,1,27,6,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246191437729050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦瓷砖专用胶强力粘接剂地砖起翘修复修补注射填充磁砖背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,0107032fdae2488ca5d1d539d4fab634.con,system_event,chat,2026-02-13 07:43:35,1,27,7,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245743382848050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦瓷砖专用胶强力粘接剂地砖起翘修复修补注射填充磁砖背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,554a381981b44ca5bd47dc4d1af27e39.con,system_event,chat,2026-02-13 07:43:54,1,27,8,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245750259566050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦瓷砖专用胶强力粘接剂地砖起翘修复修补注射填充磁砖背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,0bb78eb6cd2541d98ff35987ac296dae.con,system_event,chat,2026-02-13 07:45:26,1,27,9,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245744066935050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦瓷砖专用胶强力粘接剂地砖起翘修复修补注射填充磁砖背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,205646a2a1c9459d88859d388a3d6cfe.con,system_event,chat,2026-02-13 07:46:55,1,27,10,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246193165716050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,541f78a7bfc04b02aa12bf8d20f41433.con,system_event,chat,2026-02-13 07:47:27,1,27,11,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245747954308050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,c10bc152fbb3489390ecc5a7aa98a2c9.con,system_event,chat,2026-02-13 07:47:37,1,27,12,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246192337969050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,01a3ad1b9ec8480f89ac2931b33a460c.con,system_event,chat,2026-02-13 07:47:52,1,27,13,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246195217346050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,e82df4754a7940ab9fc35e4e91cefefa.con,system_event,chat,2026-02-13 07:47:55,1,27,14,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246292740719050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,f76488aecf6e4f0d9b0d84c59aed7f2a.con,system_event,chat,2026-02-13 07:48:03,1,27,15,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245750727848050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,a19a1fe1f6794954add6ebeb75f95ced.con,system_event,chat,2026-02-13 07:48:12,1,27,16,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246194173631050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,d01c18165e5a4fba84fe6c2e60924ce3.con,system_event,chat,2026-02-13 07:48:50,1,27,17,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246194965498050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""立邦瓷砖空鼓专用胶注射灌缝强力修补剂粘接剂地砖修复填充背胶""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,5cdd2eef540645348b8995c89189a97e.con,system_event,chat,2026-02-13 07:50:31,1,27,18,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245749718273050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,8defa50f5efd4b819e2f991d974b55d5.con,system_event,chat,2026-02-13 07:50:52,1,27,19,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245751843869050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,3c159429728d47b5b80607ac37c82e76.con,system_event,chat,2026-02-13 07:50:54,1,27,20,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246296376382050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,6b281ae2b5ee442a9e9c9edc18bd0daf.con,system_event,chat,2026-02-13 07:51:02,1,27,21,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245754399458050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,16e05a60b0544eefbfca647d46f7b6d3.con,system_event,chat,2026-02-13 07:51:10,1,27,22,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246295692562050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,32cfa80a7d2d4890a8a5e382f7fb5912.con,system_event,chat,2026-02-13 07:51:22,1,27,23,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3246195109738050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
2022093505087848450,1976114002808741890,3946055104,10002,2,real,2026-02-13 07:40:35,2026-02-13 07:40:35,null,55b71bfbe4e74bb79c74a06ed3222733.con,system_event,chat,2026-02-13 07:51:28,1,27,24,system,system_event,system_event,"{""type"":""order_created"",""content"":{""order_id"":""3245747342965050451"",""status"":""unpaid"",""user_id"":""3946055104"",""item_id"":"""",""buyer_nick"":""tb359940925"",""item_name"":""【活动价】立邦水性木蜡油透明色清漆户外木器漆桐油木木漆实木油家具封闭剂""}}",null,null,online,2005528769472028674,立邦官方旗舰店:森森,null,立邦官方旗舰店
